DrugBank ID,CAS Number,Drug Groups,InChIKey,SMILES,Formula,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,ChEMBL ID,HET ID,ChemSpider ID,BindingDB ID
DB00194,24356-66-9,approved; investigational,OIRDTQYFTABQOQ-UHTZMRCNSA-N,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,C10H13N5O4,C07195,D00406,21704,46506630,45327,CHEMBL1090,RAB,20400,50144936
DB00195,63659-18-7,approved; investigational,NWIUTZDMDHAVTP-UHFFFAOYSA-N,CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1,C18H29NO3,C06849,,2369,46506041,3082,CHEMBL423,,2279,50405521
DB00196,86386-73-4,approved; investigational,RFHAOTPXVQNOHP-UHFFFAOYSA-N,OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,C13H12F2N6O,,D00322,3365,46505735,46081,CHEMBL106,TPF,3248,25817
DB00197,97322-87-7,investigational; withdrawn,GXPHKUHSUJUWKP-UHFFFAOYSA-N,CC1=C(C)C2=C(CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)O2)C(C)=C1O,C24H27NO5S,,D00395,5591,46504655,9753,CHEMBL408,,5389,
DB00198,196618-13-0,approved,VSZGPKBBMSAYNT-RRFJBIMHSA-N,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,C16H28N2O4,C08092,D00900,65028,46507602,7798,CHEMBL1229,,58540,5025
DB00199,114-07-8,approved; investigational; vet_approved,ULGZDMOVFRHVEP-RWJQBGPGSA-N,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,C37H67NO13,C01912,D00140,12560,46508487,42355,CHEMBL532,ERY,12041,50344942
DB00200,13422-51-0,approved,YOZNUFWCRFCGIH-WZHZPDAFSA-K,[N+]1=2[Co-3]345([N+]6=C7[C@H]([C@@](CC(=O)N)(C)[C@@]6([C@@]6(N3C(=C(C)C3=[N+]4C(C(C)(C)[C@@H]3CCC(=O)N)=CC3=[N+]5C(=C7C)[C@@](CC(=O)N)([C@@H]3CCC(=O)N)C)[C@@](C)([C@H]6CC(=O)N)CCC(NC[C@@H](C)OP(=O)(O[C@@H]3[C@H](O[C@H](N(C4=CC(=C(C=C14)C)C)C=2)[C@@H]3O)CO)[O-])=O)[H])C)CCC(=O)N)O[H],C62H89CoN13O15P,C08230,D01027,70678542,46505751,27786,CHEMBL2103737,,21403074,
DB00201,58-08-2,approved,RYYVLZVUVIJVGH-UHFFFAOYSA-N,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,C07481,D00528,2519,46506408,27732,CHEMBL113,CFF,2424,10849
DB00202,306-40-1,approved,AXOIZCJOOAYSMI-UHFFFAOYSA-N,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,C14H30N2O4,C07546,,5314,46506023,45652,CHEMBL703,SCK,5123,50061568
DB00203,139755-83-2,approved; investigational,BNRNXUUZRGQAQC-UHFFFAOYSA-N,CCCC1=NN(C)C2=C1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(C)CC1,C22H30N6O4S,C07259,D08514,5212,46508371,9139,CHEMBL192,VIA,5023,14390
DB00204,115256-11-6,approved; investigational,IXTMWRCNAAVVAI-UHFFFAOYSA-N,CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1,C19H27N3O5S2,C07751,D00647,71329,46509127,4681,CHEMBL473,,64435,50031720
DB00205,58-14-0,approved; investigational; vet_approved,WKSAUQYGYAYLPV-UHFFFAOYSA-N,CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1,C12H13ClN4,C07391,D00488,4993,46505987,8673,CHEMBL36,CP6,4819,18512
DB00206,50-55-5,approved; investigational,QEVHRUUCFGRFIF-MDEJGZGSSA-N,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2,C33H40N2O9,C06539,D00197,5770,46505863,28487,CHEMBL772,,5566,50017712
DB00207,83905-01-5,approved,MQTOSJVFKKJCRP-BICOPXKESA-N,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,C38H72N2O12,C06838,,447043,46507743,2955,CHEMBL529,ZIT,10482163,50373918
DB00208,55142-85-3,approved,PHWBOXQYWZNQIN-UHFFFAOYSA-N,ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2,C14H14ClNS,C07140,,5472,46504438,9588,CHEMBL833,TIC,5273,85509
DB00209,47608-32-2,approved,OYYDSUSKLWTMMQ-JKHIJQBDSA-N,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1,C25H30NO3,,D01103,5284632,46506398,32270,CHEMBL1888176,,10482307,
DB00210,106685-40-9,approved,LZCDAPDGXCYOEH-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O)C12CC3CC(CC(C3)C1)C2,C28H28O3,,D01112,60164,46505019,31174,CHEMBL1265,,54244,50048280
DB00211,42794-76-3,approved,PTKSEFOSCHHMPD-UHFFFAOYSA-N,COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1,C12H18N2O4,C07890,,4195,46507373,6933,CHEMBL1201212,,4050,
DB00212,126222-34-2,experimental,UXIGZRQVLGFTOU-VQXQMPIVSA-N,[H][C@@](CC1=CC=CC=C1)(CS(=O)(=O)C(C)(C)C)C(O)=N[C@@]([H])(CC1=CN=CN1)C(O)=N[C@@]([H])(CC1CCCCC1)[C@@]([H])(O)[C@@]([H])(O)C1CC1,C33H50N4O6S,C07465,,6324659,46507286,,CHEMBL31601,REM,4884377,50077669
DB00213,102625-70-7,approved,IQPSEEYGBUAQFF-UHFFFAOYSA-N,COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1,C16H15F2N3O4S,C11806,D05353,4679,46504622,7915,CHEMBL1502,,4517,50241342
DB00214,56211-40-6,approved,NGBFQHCMQULJNZ-UHFFFAOYSA-N,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1,C16H20N4O3S,,D00382,41781,46504760,9637,CHEMBL1148,,38123,64107
DB00215,59729-33-8,approved,WSEQXVZVJXJVFP-UHFFFAOYSA-N,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,C20H21FN2O,C07572,D07704,2771,46508746,77397,CHEMBL549,,2669,25870
DB00216,143322-58-1,approved; investigational,PWVXXGRKLHYWKM-LJQANCHMSA-N,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2,C22H26N2O2S,,D01973,77993,46506380,50922,CHEMBL1510,,70379,50103594
DB00217,55-73-2,approved,NIVZHWNOUVJHKV-UHFFFAOYSA-N,CN\C(NCC1=CC=CC=C1)=N/C,C10H15N3,,D01603,2368,46507605,37937,CHEMBL1201260,,2278,
DB00218,151096-09-2,approved; investigational,FABPRXSRWADJSP-MEDUHNTESA-N,[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O,C21H24FN3O4,C07663,D08237,152946,46508509,63611,CHEMBL32,MFX,134802,50366824
DB00219,14214-84-7,approved,GFRUPHOKLBPHTQ-UHFFFAOYSA-N,CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,C21H34NO3,,,5749,46508840,94329,CHEMBL1201286,,5547,
DB00220,159989-64-7,approved,QAGYKUNXZHXKMR-HKWSIXNMSA-N,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C,C32H45N3O4S,C07257,D08259,64143,46507719,7496,CHEMBL584,1UN,57718,518
DB00221,79490-84-9,approved,HUYWAWARQUIQLE-UHFFFAOYSA-N,CCC(NC(C)C)C(O)C1=CC(O)=C(O)C=C1,C13H21NO3,C07053,D04625,3762,46505384,6005,CHEMBL1201213,,3630,52083
DB00222,93479-97-1,approved,WIGIZIANZCJQQY-RUCARUNLSA-N,[H][C@]1(C)CC[C@@]([H])(CC1)N=C(O)NS(=O)(=O)C1=CC=C(CCN=C(O)N2CC(C)=C(CC)C2=O)C=C1,C24H34N4O5S,C07669,D00593,3476,46508842,5383,CHEMBL1481,,16740595,
DB00223,2557-49-5,approved,WXURHACBFYSXBI-XHIJKXOTSA-N,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,C22H28F2O5,,D01327,71415,46504519,59750,CHEMBL1201380,,64505,
DB00224,150378-17-9,approved,CBVCZFGXHXORBI-PXQQMZJSSA-N,CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12,C36H47N5O4,C07051,,5362440,46506442,44032,CHEMBL115,MK1,4515036,517
DB00225,131410-48-5,approved; investigational,HZHFFEYYPYZMNU-UHFFFAOYSA-K,O=C1[O-][Gd+3]234567[O]=C(C[N]2(CC[N]3(CC([O-]4)=O)CC[N]5(CC(=[O]6)NC)CC(=O)[O-]7)C1)NC,C16H26GdN5O8,,,24847884,46504789,37333,,,135661,
DB00226,40580-59-4,approved,HPBNRIOWIXYZFK-UHFFFAOYSA-N,NC(N)=NCC1COC2(CCCCC2)O1,C10H19N3O2,C07035,D08029,38521,46506457,5555,CHEMBL1037,,35305,
DB00227,75330-75-5,approved; investigational,PCZOHLXUXFIOCF-BXMDZJJMSA-N,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,C24H36O5,C07074,D00359,53232,46508223,40303,CHEMBL503,803,48085,34168
DB00228,13838-16-9,approved; investigational; vet_approved,JPGQOUSTVILISH-UHFFFAOYSA-N,FC(F)OC(F)(F)C(F)Cl,C3H2ClF5O,C07516,D00543,3226,46505314,4792,CHEMBL1257,,3113,
DB00229,61622-34-2,approved; investigational,QYQDKDWGWDOFFU-IUODEOHRSA-N,[H][C@]12SCC(CSC3=NN=NN3CCN(C)C)=C(N1C(=O)[C@H]2NC(=O)CC1=CSC(N)=N1)C(O)=O,C18H23N9O4S3,,D01819,43708,46506679,355510,CHEMBL1296,,39831,
DB00230,148553-50-8,approved; illicit; investigational,AYXYPKUFHZROOJ-ZETCQYMHSA-N,CC(C)C[C@H](CN)CC(O)=O,C8H17NO2,,D02716,5486971,46504934,64356,CHEMBL1059,,4589156,50164279
DB00231,846-50-4,approved; investigational,SEQDDYPDSLOBDC-UHFFFAOYSA-N,CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1,C16H13ClN2O2,C07125,D00370,5391,46506604,9435,CHEMBL967,,5198,50408032
DB00232,135-07-9,approved,CESYKOGBSMNBPD-UHFFFAOYSA-N,CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O,C9H11Cl2N3O4S2,C07765,D00656,4121,46509197,6847,CHEMBL1577,,3978,
DB00233,65-49-6,approved,WUBBRNOQWQTFEX-UHFFFAOYSA-N,NC1=CC(O)=C(C=C1)C(O)=O,C7H7NO3,C02518,D00162,4649,46505572,27565,CHEMBL1169,BHA,4488,48319
DB00234,71620-89-8,approved; experimental,CBQGYUDMJHNJBX-RTBURBONSA-N,[H][C@@](OC1=CC=CC=C1OCC)(C1=CC=CC=C1)[C@@]1([H])CNCCO1,C19H23NO3,,,127151,46504845,135342,CHEMBL383921,41X,112870,
DB00235,78415-72-2,approved,PZRHRDRVRGEVNW-UHFFFAOYSA-N,CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1,C12H9N3O,C07224,D00417,4197,46507838,50693,CHEMBL189,MIL,4052,15296
DB00236,54-91-1,approved,NJBFOOCLYDNZJN-UHFFFAOYSA-N,BrCCC(=O)N1CCN(CC1)C(=O)CCBr,C10H16Br2N2O2,C07362,D00467,4842,46506548,8242,CHEMBL1585,,4676,
DB00237,125-40-6,approved; illicit,ZRIHAIZYIMGOAB-UHFFFAOYSA-N,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,C10H16N2O3,C07827,D03180,2479,46505051,3228,CHEMBL449,,2385,
DB00238,129618-40-2,approved,NQDJXKOVJZTUJA-UHFFFAOYSA-N,CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1,C15H14N4O,C07263,D00435,4463,46506789,63613,CHEMBL57,NVP,4308,1434
DB00239,64211-45-6,approved,QRJJEGAJXVEBNE-HKOYGPOVSA-N,ClC1=CC(Cl)=C(CO\N=C(/CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1,C18H13Cl4N3O,C08074,D08313,5353853,46504752,7825,CHEMBL1262,,4510239,50051844
DB00240,67452-97-5,approved,FJXOGVLKCZQRDN-PHCHRAKRSA-N,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])[C@H](Cl)CC2=CC(=O)C=C[C@]12C,C22H29ClO5,,D01820,5311000,46508296,53776,CHEMBL1201361,,4470541,
DB00241,77-26-9,approved; illicit,UZVHFVZFNXBMQJ-UHFFFAOYSA-N,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,C11H16N2O3,,D03182,2481,46505876,102524,CHEMBL454,,2387,
DB00242,4291-63-8,approved; investigational,PTOAARAWEBMLNO-KVQBGUIXSA-N,NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1,C10H12ClN5O3,,D01370,20279,46504588,567361,CHEMBL1619,CL9,19105,38920
DB00243,95635-55-5,approved; investigational,XKLMZUWKNUAPSZ-UHFFFAOYSA-N,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,C24H33N3O4,,,56959,46505145,87690,CHEMBL1404,,51354,50173335
DB00244,89-57-6,approved,KBOPZPXVLCULAV-UHFFFAOYSA-N,NC1=CC(C(O)=O)=C(O)C=C1,C7H7NO3,,D00377,4075,46509142,6775,CHEMBL704,,3933,60918
DB00245,86-13-5,approved,GIJXKZJWITVLHI-PMOLBWCYSA-N,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,C21H25NO,C06846,,1201549,46505349,3048,CHEMBL1201203,CXQ,16736541,50366775
DB00246,146939-27-7,approved,MVWVFYHBGMAFLY-UHFFFAOYSA-N,ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1,C21H21ClN4OS,C07568,,60854,46507627,10119,CHEMBL708,,54841,50048803
DB00247,361-37-5,approved,KPJZHOPZRAFDTN-NQUBZZJWSA-N,[H][C@@]12CC3=CN(C)C4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)NC(CC)CO,C21H27N3O2,C07199,D02357,6540428,46506117,584020,CHEMBL485253,,5022813,50031942
DB00248,81409-90-7,approved,KORNTPPJEAJQIU-KJXAQDMKSA-N,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC,C26H37N5O2,C08187,D00987,54746,46508571,3286,CHEMBL1201087,,49452,50426497
DB00249,54-42-2,approved; investigational,XQFRJNBWHJMXHO-RRKCRQDMSA-N,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(I)C(=O)NC1=O,C9H11IN2O5,,D00342,5905,46507573,147675,CHEMBL788,ID2,5694,50370388
DB00250,80-08-0,approved; investigational,MQJKPEGWNLWLTK-UHFFFAOYSA-N,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,C12H12N2O2S,C07666,D00592,2955,46505300,4325,CHEMBL1043,,2849,50029764
DB00251,67915-31-5,approved,BLSQLHNBWJLIBQ-OZXSUGGESA-N,CC(C)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,C26H31Cl2N5O3,C08080,D00888,441383,46505257,82980,CHEMBL1306,,390122,50375318
DB00252,57-41-0,approved; vet_approved,CXOFVDLJLONNDW-UHFFFAOYSA-N,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,C15H12N2O2,C07443,D00512,1775,46508847,8107,CHEMBL16,,1710,50003655
DB00253,2668-66-8,approved,GZENKSODFLBBHQ-ILSZZQPISA-N,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,C22H32O3,C14643,D02289,247839,46506584,34829,CHEMBL1201173,,216968,
DB00254,564-25-0,approved; investigational; vet_approved,JBIWCJUYHHGXTC-AKNGSSGZSA-N,[H][C@@]12[C@@H](C)C3=C(C(O)=CC=C3)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O,C22H24N2O8,C06973,D07876,54671203,46506491,50845,CHEMBL1433,DXT,10469369,50041429
DB00255,56-53-1,approved; investigational,RGLYKWWBQGJZGM-ISLYRVAYSA-N,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,C18H20O2,C07620,D00577,3054,46507453,41922,CHEMBL411,DES,395306,20625
DB00256,992-21-2,approved; investigational,AHEVKYYGXVEWNO-UEPZRUIBSA-N,[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O)=C(O)[C@H]2N(C)C,C29H38N4O10,,D06884,54707177,46505518,59040,CHEMBL2103929,,20121315,
DB00257,23593-75-1,approved; vet_approved,VNFPBHJOKIVQEB-UHFFFAOYSA-N,ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1,C22H17ClN2,C06922,D00282,2812,46507927,3764,CHEMBL104,CL6,2710,31774
DB00258,62-54-4,approved; investigational,VSGNNIFQASZAOI-UHFFFAOYSA-L,[Ca++].CC([O-])=O.CC([O-])=O,C4H6CaO4,,D00931,6116,46507985,3310,CHEMBL1200800,,5890,
DB00259,63-74-1,approved,FDDDEECHVMSUSB-UHFFFAOYSA-N,NC1=CC=C(C=C1)S(N)(=O)=O,C6H8N2O2S,C07458,,5333,46508306,45373,CHEMBL21,SAN,5142,10857
DB00260,68-41-7,approved,DYDCUQKUCUHJBH-UWTATZPHSA-N,N[C@@H]1CONC1=O,C3H6N2O2,C08057,,6234,46506865,40009,CHEMBL771,4AX,5998,50038178
DB00261,68475-42-3,approved,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl,C10H7Cl2N3O,,D07455,2182,46508863,142290,CHEMBL760,,2097,50000334
DB00262,154-93-8,approved; investigational,DLGOEMSEDOSKAD-UHFFFAOYSA-N,ClCCNC(=O)N(CCCl)N=O,C5H9Cl2N3O2,C06873,D00254,2578,46506980,3423,CHEMBL513,,2480,50015950
DB00263,127-69-5,approved; vet_approved,NHUHCSRWZMLRLA-UHFFFAOYSA-N,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,C11H13N3O3S,C07318,D00450,5344,46505342,102484,CHEMBL453,,5151,50034452
DB00264,51384-51-1,approved; investigational,IUBSYMUCCVWXPE-UHFFFAOYSA-N,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,C15H25NO3,C07202,D02358,4171,46506211,6904,CHEMBL13,,4027,25756
DB00265,483-63-6,approved,DNTGGZPQPQTDQF-XBXARRHUSA-N,CCN(C(=O)C=CC)C1=CC=CC=C1C,C13H17NO,,D01381,2883,46508599,,CHEMBL1200709,,599515,
DB00266,66-76-2,approved,DOBMPNYZJYQDGZ-UHFFFAOYSA-N,OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=C1C=CC=C2,C19H12O6,C00796,D03798,54676038,46505536,4513,CHEMBL1466,,10183330,35525
DB00267,65085-01-0,approved,HJJDBAOLQAWBMH-YCRCPZNHSA-N,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,C16H17N9O5S3,,D01739,9570757,46506246,55490,CHEMBL1201224,,7845223,
DB00268,91374-21-9,approved; investigational,UHSKFQJFRQCDBE-UHFFFAOYSA-N,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,C16H24N2O,C07564,D08489,5095,46507918,8888,CHEMBL589,,4916,50020680
DB00269,569-57-3,investigational; withdrawn,BFPSDSIWYFKGBC-UHFFFAOYSA-N,COC1=CC=C(C=C1)C(Cl)=C(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1,C23H21ClO3,,D00269,11289,46508811,3641,CHEMBL1200761,,10815,
DB00270,75695-93-1,approved; investigational,HMJIYCCIJYRONP-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C,C19H21N3O5,,D00349,3784,46505034,6073,CHEMBL1648,,3652,50436176
DB00271,117-96-4,approved; vet_approved,YVPYQUNUQOZFHG-UHFFFAOYSA-N,CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I,C11H9I3N2O4,,D01013,2140,46504704,53691,CHEMBL1201220,,2055,62875
DB00272,105-20-4,approved,JXDFEQONERDKSS-UHFFFAOYSA-N,NCCC1=CC=NN1,C5H9N3,,,7741,46506808,59170,CHEMBL1201323,,7455,
DB00273,97240-79-4,approved,KJADKKWYZYXHBB-XBWDGYHZSA-N,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2,C12H21NO8S,C07502,D00537,5284627,46508334,63631,CHEMBL220492,TOR,4447672,10887
DB00274,56796-20-4,approved; investigational,SNBUBQHDYVFSQF-HIFRSBDPSA-N,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)CSCC#N)OC)C(O)=O,C15H17N7O5S3,C08103,D00910,42008,46504461,3489,CHEMBL1201195,4KO,38311,50350471
DB00275,144689-24-7,approved; investigational,VTRAEEWXHOVJFV-UHFFFAOYSA-N,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,C24H26N6O3,,D01204,158781,46508275,48416,CHEMBL1516,OLM,139674,50241364
DB00276,51264-14-3,approved; investigational,XCPGHVQEEXUHNC-UHFFFAOYSA-N,COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1,C21H19N3O3S,C01553,D02321,2179,46507539,2687,CHEMBL43,ASW,2094,87351
DB00277,58-55-9,approved,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,CN1C2=C(NC=N2)C(=O)N(C)C1=O,C7H8N4O2,C07130,D00371,2153,46505949,28177,CHEMBL190,TEP,2068,10847
DB00278,74863-84-6,approved; investigational,KXNPVXPOPUZYGB-IOVMHBDKSA-N,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2,C23H36N6O5S,C04931,,152951,46507650,94385,CHEMBL1166,,83702,50038001
DB00279,2/3/93,approved; vet_approved,AUYYCJSJGJYCDS-LBPRGKRZSA-N,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,C15H12I3NO4,C02465,,5920,46506352,18258,CHEMBL1544,T3,5707,18860
DB00280,9/5/37,approved,UVTNFZQICZKOEM-UHFFFAOYSA-N,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,C21H29N3O,C06965,D00303,3114,46508226,4657,CHEMBL517,,3002,50028893
DB00281,137-58-6,approved; vet_approved,NNJVILVZKWQKPM-UHFFFAOYSA-N,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,C14H22N2O,C07073,D00358,3676,46505060,6456,CHEMBL79,LQZ,3548,50017662
DB00282,40391-99-9,approved,WRUUGTRCQOWXEG-UHFFFAOYSA-N,NCCC(O)(P(O)(O)=O)P(O)(O)=O,C3H11NO7P2,C07395,,4674,46504823,,CHEMBL834,210,4512,12581
DB00283,15686-51-8,approved; investigational,YNNUSGIPVFPVBX-NHCUHLMSSA-N,CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,C21H26ClNO,C06913,D03535,26987,46506492,3738,CHEMBL1626,,25129,50253157
DB00284,56180-94-0,approved; investigational,CEMXHAPUFJOOSV-XGWNLRGSSA-N,[H][C@@](O)(CO)[C@@]([H])(O[C@@]1([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]2([H])O[C@]([H])(C)[C@@]([H])(N[C@@]3([H])C=C(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O)[C@]([H])(O)[C@@]([H])(O)C=O,C25H43NO18,C06802,D00216,9811704,46508248,2376,CHEMBL1566,QPS,23264314,
DB00285,93413-69-5,approved,PNVNVHUZROJLTJ-UHFFFAOYSA-N,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,C17H27NO2,C07187,D08670,5656,46504593,9943,CHEMBL637,,5454,82071
DB00286,12126-59-9,approved,,,,,D04070,,46505680,8389,CHEMBL2106240,,9532,
DB00287,157283-68-6,approved,MKPLKVHSHYCHOC-AHTXBMBWSA-N,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC=CC(=C1)C(F)(F)F,C26H35F3O6,,D01964,5282226,46507637,746859,CHEMBL1200799,,4445407,
DB00288,51022-69-6,approved,ILKJAFIWWBXGDU-MOGDOJJUSA-N,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC1(CCCC1)O2)C(=O)COC(C)=O,C28H35FO7,,D01387,443958,46506705,31199,CHEMBL1200732,,392009,
